Commodity,Component,Supplier,Cost,SupplierPerformanceRating,ComponentPerformanceRating
HDD 500 GB,30305,Microsoft Windows Azure Marketplace,197,1,8
HDD 500 GB,30306,Mint,153,4,4
HDD 500 GB,30307,Moody's,79,5,1
HDD 500 GB,30308,Morgan Stanley,184,8,2
HDD 500 GB,30309,"Morningstar, Inc.",56,2,7
HDD 500 GB,30310,Mozio,200,5,4
HDD 500 GB,30311,MuckRock.com,132,1,3
HDD 500 GB,30312,Munetrix,144,2,7
HDD 500 GB,30313,Municode,183,3,5
HDD 500 GB,30314,National Van Lines,74,4,8
HDD 500 GB,30315,Nationwide Mutual Insurance Company,56,7,8
HDD 500 GB,30316,Nautilytics,167,6,8
HDD 500 GB,30317,Navico,180,1,8
HDD 500 GB,30318,NERA Economic Consulting,193,5,8
HDD 500 GB,30319,NerdWallet,90,3,4
HDD 500 GB,30320,New Media Parents,64,8,3
HDD 500 GB,30321,Next Step Living,163,4,5
HDD 500 GB,30322,NextBus,95,6,3
HDD 500 GB,30323,nGAP Incorporated,142,2,4
HDD 500 GB,30324,Nielsen,142,7,4
HDD 500 GB,30325,Noesis,21,7,4
HDD 500 GB,30326,NonprofitMetrics,75,8,7
HDD 500 GB,30327,North American Van Lines,197,9,5
HDD 500 GB,30328,Noveda Technologies,127,3,2
HDD 500 GB,30329,NuCivic,132,3,7
HDD 500 GB,30330,Numedii,101,5,6
HDD 500 GB,30331,Oliver Wyman,166,2,4
HDD 500 GB,30332,OnDeck,27,9,2
HDD 500 GB,30333,OnStar,169,1,5
HDD 500 GB,30334,"Ontodia, Inc",30,5,7
HDD 500 GB,30335,Onvia,92,2,8
HDD 500 GB,30336,Open Data Nation,184,4,5
HDD 500 GB,30337,OpenCounter,102,5,5
HDD 500 GB,30338,OpenGov,80,2,1
HDD 500 GB,30339,OpenPlans,42,5,7
HDD 500 GB,30340,"OpportunitySpace, Inc.",117,9,8
HDD 500 GB,30341,Optensity,160,3,5
HDD 500 GB,30342,optiGov,124,7,8
HDD 500 GB,30343,OptumInsight,169,6,9
HDD 500 GB,30344,Orlin Research,190,8,2
HDD 500 GB,30345,OSIsoft,116,4,8
HDD 500 GB,30346,OTC Markets,134,1,1
HDD 500 GB,30347,Outline,78,8,9
HDD 500 GB,30348,Oversight Systems,123,1,6
HDD 500 GB,30349,Overture Technologies,66,6,6
HDD 500 GB,30350,Owler,179,3,8
HDD 500 GB,30351,Palantir Technologies,106,7,7
HDD 500 GB,30352,Panjiva,58,5,1
HDD 500 GB,30353,Parsons Brinckerhoff,60,9,2
HDD 500 GB,30354,Patently-O,187,4,3
HDD 500 GB,30355,PatientsLikeMe,162,7,3
HDD 500 GB,30356,Pave,63,3,6
HDD 500 GB,30357,Paxata,61,4,1
HDD 500 GB,30358,"PayScale, Inc.",162,2,6
HDD 500 GB,30359,PeerJ,19,4,5
HDD 500 GB,30360,People Power,93,2,1
HDD 500 GB,30361,Persint,56,9,5
HDD 500 GB,30362,Personal Democracy Media,111,1,3
HDD 500 GB,30363,"Personal, Inc.",25,3,5
HDD 500 GB,30364,Personalis,157,7,8
HDD 500 GB,30365,Peterson's,94,4,1
HDD 500 GB,30366,PEV4me.com,94,2,9
HDD 500 GB,30367,PIXIA Corp,167,1,5
HDD 500 GB,30368,PlaceILive.com,82,9,7
HDD 500 GB,30369,PlanetEcosystems,56,2,3
HDD 500 GB,30370,PlotWatt,167,5,6
HDD 500 GB,30371,Plus-U,180,4,4
HDD 500 GB,30372,PolicyMap,113,5,4
HDD 500 GB,30373,Politify,35,6,9
HDD 500 GB,30374,Poncho App,128,8,5
HDD 500 GB,30375,POPVOX,167,2,5
HDD 500 GB,30376,Porch,151,1,8
HDD 500 GB,30377,PossibilityU,107,1,1
HDD 500 GB,30378,PowerAdvocate,83,5,9
HDD 500 GB,30379,Practice Fusion,141,3,6
HDD 500 GB,30380,Predilytics,82,3,3
HDD 500 GB,30381,PricewaterhouseCoopers (PWC),138,9,8
HDD 500 GB,30382,ProgrammableWeb,184,2,3
HDD 500 GB,30383,Progressive Insurance Group,53,2,7
HDD 500 GB,30384,Propeller Health,15,1,5
HDD 500 GB,30385,ProPublica,114,9,2
HDD 500 GB,30386,PublicEngines,99,7,2
HDD 500 GB,30387,PYA Analytics,200,5,6
HDD 500 GB,30388,"Qado Energy, Inc.",184,5,6
HDD 500 GB,30389,Quandl,113,4,9
HDD 500 GB,30390,Quertle,179,5,8
HDD 500 GB,30391,Quid,34,4,2
HDD 500 GB,30392,R R Donnelley,152,7,9
HDD 500 GB,30393,RAND Corporation,27,9,6
HDD 500 GB,30394,Rand McNally,162,4,1
HDD 500 GB,30395,Rank and Filed,122,1,7
HDD 500 GB,30396,Ranku,50,2,5
HDD 500 GB,30397,Rapid Cycle Solutions,80,1,6
HDD 500 GB,30398,realtor.com,78,9,6
HDD 500 GB,30399,Recargo,31,7,7
HDD 500 GB,30400,ReciPal,126,5,1
HDD 500 GB,30401,Redfin,194,8,8
HDD 500 GB,30402,RedLaser,93,7,8
HDD 500 GB,30403,Reed Elsevier,99,8,3
HDD 500 GB,30404,REI Systems,122,2,3
HDD 500 GB,30405,Relationship Science,181,4,6
HDD 500 GB,30406,Remi,54,2,2
HDD 500 GB,30407,Retroficiency,34,1,8
HDD 500 GB,30408,Revaluate,68,4,1
HDD 500 GB,30409,Revelstone,10,4,4
HDD 500 GB,30410,Rezolve Group,121,5,2
HDD 500 GB,30411,Rivet Software,10,8,5
HDD 500 GB,30412,Roadify Transit,33,1,5
HDD 500 GB,30413,Robinson + Yu,46,3,9
HDD 500 GB,30414,Russell Investments,58,4,6
HDD 500 GB,30415,Sage Bionetworks,114,4,4
HDD 500 GB,30416,SAP,13,8,8
HDD 500 GB,30417,SAS,98,1,4
HDD 500 GB,30418,Scale Unlimited,121,8,2
HDD 500 GB,30419,Science Exchange,20,7,5
HDD 500 GB,30420,Seabourne,45,4,4
HDD 500 GB,30421,SeeClickFix,188,5,7
HDD 500 GB,30422,SigFig,197,4,4
HDD 500 GB,30423,Simple Energy,19,6,5
HDD 500 GB,30424,SimpleTuition,198,1,6
HDD 500 GB,30425,SlashDB,12,2,8
HDD 500 GB,30426,Smart Utility Systems,115,2,6
HDD 500 GB,30427,SmartAsset,62,4,2
HDD 500 GB,30428,SmartProcure,10,2,7
HDD 500 GB,30429,Smartronix,133,7,6
HDD 500 GB,30430,SnapSense,119,9,4
HDD 500 GB,30431,Social Explorer,170,3,5
HDD 500 GB,30432,Social Health Insights,64,3,8
HDD 500 GB,30433,SocialEffort Inc,44,5,4
HDD 500 GB,30434,Socrata,198,3,8
HDD 500 GB,30435,Solar Census,130,8,8
HDD 500 GB,30436,SolarList,181,2,4
HDD 500 GB,30437,Sophic Systems Alliance,110,8,7
HDD 500 GB,30438,S&P Capital IQ,164,4,2
HDD 500 GB,30439,SpaceCurve,53,5,6
HDD 500 GB,30440,SpeSo Health,37,7,4
HDD 500 GB,30441,Spikes Cavell Analytic Inc,22,4,5
HDD 500 GB,30442,Splunk,93,1,8
HDD 500 GB,30443,Spokeo,75,1,5
HDD 500 GB,30444,SpotCrime,89,1,2
HDD 500 GB,30445,SpotHero.com,50,9,1
HDD 500 GB,30446,Stamen Design,191,3,5
HDD 500 GB,30447,Standard and Poor's,117,8,1
HDD 500 GB,30448,State Farm Insurance,197,7,3
HDD 500 GB,30449,Sterling Infosystems,155,9,4
HDD 500 GB,30450,Stevens Worldwide Van Lines,79,3,2
HDD 500 GB,30451,STILLWATER SUPERCOMPUTING INC,161,7,5
HDD 500 GB,30452,StockSmart,52,8,2
HDD 500 GB,30453,Stormpulse,72,8,6
HDD 500 GB,30454,StreamLink Software,168,5,1
HDD 500 GB,30455,"StreetCred Software, Inc",123,7,9
HDD 500 GB,30456,StreetEasy,25,9,1
HDD 500 GB,30457,Suddath,77,5,1
HDD 500 GB,30458,Symcat,187,1,8
HDD 500 GB,30459,Synthicity,147,2,4
HDD 500 GB,30460,T. Rowe Price,110,8,5
HDD 500 GB,30461,Tableau Software,134,2,9
HDD 500 GB,30462,TagniFi,105,4,1
HDD 500 GB,30463,Telenav,100,6,2
HDD 500 GB,30464,Tendril,99,8,7
HDD 500 GB,30465,Teradata,16,2,9
HDD 500 GB,30466,The Advisory Board Company,154,2,2
HDD 500 GB,30467,The Bridgespan Group,175,3,4
HDD 500 GB,30468,The DocGraph Journal,71,5,6
HDD 500 GB,30469,The Govtech Fund,33,3,9
HDD 500 GB,30470,The Schork Report,166,4,1
HDD 500 GB,30471,The Vanguard Group,167,8,8
HDD 500 GB,30472,Think Computer Corporation,43,7,6
HDD 500 GB,30473,Thinknum,80,6,8
HDD 500 GB,30474,Thomson Reuters,159,4,2
HDD 500 GB,30475,TopCoder,156,5,3
HDD 500 GB,30476,TowerData,193,8,8
HDD 500 GB,30477,TransparaGov,158,4,8
HDD 500 GB,30478,TransUnion,159,2,6
HDD 500 GB,30479,TrialTrove,172,8,4
HDD 500 GB,30480,TrialX,174,8,3
HDD 500 GB,30481,Trintech,58,6,8
HDD 500 GB,30482,TrueCar,135,2,4
HDD 500 GB,30483,Trulia,131,4,4
HDD 500 GB,30484,TrustedID,138,2,8
HDD 500 GB,30485,TuvaLabs,58,8,2
HDD 500 GB,30486,Uber,162,3,6
HDD 500 GB,30487,Unigo LLC,42,1,4
HDD 500 GB,30488,United Mayflower,27,4,1
HDD 500 GB,30489,Urban Airship,84,5,2
HDD 500 GB,30490,"Urban Mapping, Inc",124,9,5
HDD 500 GB,30491,US Green Data,104,6,5
HDD 500 GB,30492,U.S. News Schools,115,9,8
HDD 500 GB,30493,USAA Group,82,5,7
HDD 500 GB,30494,USSearch,54,7,3
HDD 500 GB,30495,Verdafero,187,2,3
HDD 500 GB,30496,Vimo,169,6,7
HDD 500 GB,30497,"VisualDoD, LLC",138,3,4
HDD 500 GB,30498,Vital Axiom | Niinja,19,2,1
HDD 500 GB,30499,VitalChek,172,8,9
HDD 500 GB,30500,Vitals,58,5,7
HDD 500 GB,30501,Vizzuality,63,6,4
HDD 500 GB,30502,Votizen,77,1,8
HDD 500 GB,30503,Walk Score,165,4,2
HDD 500 GB,30504,WaterSmart Software,43,7,6
HDD 500 GB,30505,WattzOn,64,8,8
HDD 500 GB,30506,Way Better Patents,119,1,3
HDD 500 GB,30507,Weather Channel,87,9,2
HDD 500 GB,30508,Weather Decision Technologies,45,1,8
HDD 500 GB,30509,Weather Underground,54,7,4
HDD 500 GB,30510,WebFilings,136,3,4
HDD 500 GB,30511,Webitects,85,5,4
HDD 500 GB,30512,WebMD,129,8,2
HDD 500 GB,30513,Weight Watchers,173,9,3
HDD 500 GB,30514,WeMakeItSafer,23,9,3
HDD 500 GB,30515,Wheaton World Wide Moving,160,1,7
HDD 500 GB,30516,Whitby Group,70,7,2
HDD 500 GB,30517,Wolfram Research,60,8,4
HDD 500 GB,30518,Wolters Kluwer,19,9,4
HDD 500 GB,30519,Workhands,67,7,5
HDD 500 GB,30520,Xatori,49,3,6
HDD 500 GB,30521,Xcential,92,8,4
HDD 500 GB,30522,xDayta,95,1,2
HDD 500 GB,30523,Xignite,122,1,8
HDD 500 GB,30524,Yahoo,90,1,7
HDD 500 GB,30525,Zebu Compliance Solutions,121,4,7
HDD 500 GB,30526,Yelp,11,2,1
HDD 500 GB,30527,YourMapper,37,3,9
HDD 500 GB,30528,Zillow,196,6,5
HDD 500 GB,30529,ZocDoc,158,3,3
HDD 500 GB,30530,Zonability,77,6,2
HDD 500 GB,30531,Zoner,105,7,3
HDD 500 GB,30532,Zurich Insurance (Risk Room),159,1,3
8GB RAM,70001,Samsung ,589,8,7
8GB RAM,70002,Intel,775,1,9
8GB RAM,70003,Western Digital ,679,7,8
8GB RAM,70004,"3 Round Stones, Inc.",1080,2,3
8GB RAM,70005,48 Factoring Inc.,380,5,7
8GB RAM,70006,5PSolutions,679,6,2
8GB RAM,70007,Abt Associates,827,5,9
8GB RAM,70008,Accela,770,8,5
8GB RAM,70009,Accenture,867,4,3
8GB RAM,70010,AccuWeather,998,3,9
8GB RAM,70011,Acxiom,438,5,5
8GB RAM,70012,Adaptive,397,9,9
8GB RAM,70013,Adobe Digital Government,142,9,2
8GB RAM,70014,Aidin,151,4,9
8GB RAM,70015,Alarm.com,727,3,2
8GB RAM,70016,Allianz,348,4,2
8GB RAM,70017,Allied Van Lines,983,5,1
8GB RAM,70018,AllState Insurance Group,155,3,4
8GB RAM,70019,Alltuition,40,7,3
8GB RAM,70020,Altova,967,8,6
8GB RAM,70021,Amazon Web Services,467,4,3
8GB RAM,70022,American Red Ball Movers,236,6,7
8GB RAM,70023,Amida Technology Solutions,253,6,6
8GB RAM,70024,Analytica,830,2,8
8GB RAM,70025,Apextech LLC,342,9,4
8GB RAM,70026,Appallicious,234,9,8
8GB RAM,70027,Aquicore,644,1,5
8GB RAM,70028,Archimedes Inc.,1090,6,9
8GB RAM,70029,AreaVibes Inc.,564,5,2
8GB RAM,70030,Arpin Van Lines,181,7,2
8GB RAM,70031,Arrive Labs,134,4,6
8GB RAM,70032,ASC Partners,1014,7,9
8GB RAM,70033,Asset4,35,3,4
8GB RAM,70034,Atlas Van Lines,835,8,2
8GB RAM,70035,AtSite,1000,8,2
8GB RAM,70036,"Aunt Bertha, Inc.",904,2,9
8GB RAM,70037,Aureus Sciences (*Now part of Elsevier),314,5,5
8GB RAM,70038,AutoGrid Systems,239,8,4
8GB RAM,70039,Avalara,653,2,7
8GB RAM,70040,Avvo,430,5,7
8GB RAM,70041,Ayasdi,196,9,8
8GB RAM,70042,Azavea,942,8,7
8GB RAM,70043,BaleFire Global,954,8,9
8GB RAM,70044,Barchart,613,9,7
8GB RAM,70045,Be Informed,732,6,7
8GB RAM,70046,Bekins,328,8,4
8GB RAM,70047,Berkery Noyes MandASoft,958,5,1
8GB RAM,70048,Berkshire Hathaway,708,5,7
8GB RAM,70049,BetterLesson,874,6,6
8GB RAM,70050,BillGuard,682,3,7
8GB RAM,70051,Bing,314,7,5
8GB RAM,70052,Biovia,306,6,4
8GB RAM,70053,BizVizz,135,7,5
8GB RAM,70054,BlackRock,206,6,6
8GB RAM,70055,Bloomberg,912,1,1
8GB RAM,70056,Booz Allen Hamilton,275,1,5
8GB RAM,70057,Boston Consulting Group,10,2,4
8GB RAM,70058,Boundless,776,2,3
8GB RAM,70059,Bridgewater,968,8,1
8GB RAM,70060,Brightscope,846,6,3
8GB RAM,70061,BuildFax,702,8,3
8GB RAM,70062,Buildingeye,596,7,4
8GB RAM,70063,BuildZoom,717,2,8
8GB RAM,70064,Business and Legal Resources,148,5,7
8GB RAM,70065,Business Monitor International,879,2,3
8GB RAM,70066,"Calcbench, Inc.",1026,6,2
8GB RAM,70067,Cambridge Information Group,340,3,6
8GB RAM,70068,Cambridge Semantics,110,2,2
8GB RAM,70069,CAN Capital,865,9,9
8GB RAM,70070,Canon,492,4,6
8GB RAM,70071,Capital Cube,326,7,1
8GB RAM,70072,Cappex,681,7,4
8GB RAM,70073,Captricity,620,7,1
8GB RAM,70074,CareSet Systems,890,6,7
8GB RAM,70075,Careset.com,347,9,2
8GB RAM,70076,CARFAX,636,4,3
8GB RAM,70077,Caspio,180,6,6
8GB RAM,70078,Castle Biosciences,976,9,9
8GB RAM,70079,CB Insights,747,7,9
8GB RAM,70080,Ceiba Solutions,633,9,8
8GB RAM,70081,Center for Responsive Politics,129,8,2
8GB RAM,70082,Cerner,980,5,4
8GB RAM,70083,Certara,945,8,5
8GB RAM,70084,CGI,644,3,4
8GB RAM,70085,Charles River Associates,1088,4,4
8GB RAM,70086,Charles Schwab Corp.,673,8,6
8GB RAM,70087,Chemical Abstracts Service,696,2,4
8GB RAM,70088,Child Care Desk,769,5,8
8GB RAM,70089,Chubb,1033,1,3
8GB RAM,70090,Citigroup,733,1,1
8GB RAM,70091,CityScan,290,1,4
8GB RAM,70092,CitySourced,963,1,2
8GB RAM,70093,Civic Impulse LLC,629,4,4
8GB RAM,70094,Civic Insight,1062,4,2
8GB RAM,70095,Civinomics,275,6,5
8GB RAM,70096,Civis Analytics,157,2,2
8GB RAM,70097,Clean Power Finance,613,2,4
8GB RAM,70098,ClearHealthCosts,140,7,3
8GB RAM,70099,ClearStory Data,848,8,4
8GB RAM,70100,Climate Corporation,524,7,8
8GB RAM,70101,CliniCast,1018,4,1
8GB RAM,70102,Cloudmade,583,5,4
8GB RAM,70103,Cloudspyre,77,5,3
8GB RAM,70104,Code for America,790,9,6
8GB RAM,70105,Code-N,362,9,1
8GB RAM,70106,Collective IP,107,2,8
8GB RAM,70107,"College Abacus, an ECMC initiative",877,7,5
8GB RAM,70108,College Board,405,7,4
8GB RAM,70109,Compared Care,230,8,3
8GB RAM,70110,Compendia Bioscience Life Technologies,723,6,4
8GB RAM,70111,Compliance and Risks,59,6,9
8GB RAM,70112,Computer Packages Inc,947,1,2
8GB RAM,70113,CONNECT-DOT LLC.,350,6,5
8GB RAM,70114,ConnectEDU,430,7,1
8GB RAM,70115,Connotate,757,9,4
8GB RAM,70116,Construction Monitor LLC,781,5,7
8GB RAM,70117,Consumer Reports,390,8,8
8GB RAM,70118,CoolClimate,755,9,7
8GB RAM,70119,Copyright Clearance Center,1019,1,7
8GB RAM,70120,CoreLogic,74,1,8
8GB RAM,70121,CostQuest,232,6,8
8GB RAM,70122,Credit Karma,1029,2,2
8GB RAM,70123,Credit Sesame,598,1,2
8GB RAM,70124,CrowdANALYTIX,933,6,8
8GB RAM,70125,Dabo Health,358,8,6
8GB RAM,70126,DataLogix,592,2,4
8GB RAM,70127,DataMade,397,8,3
8GB RAM,70128,DataMarket,812,9,1
8GB RAM,70129,Datamyne,232,5,1
8GB RAM,70130,DataWeave,522,9,4
8GB RAM,70131,Deloitte,553,5,3
8GB RAM,70132,DemystData,960,6,3
8GB RAM,70133,Department of Better Technology,1056,1,2
8GB RAM,70134,Development Seed,66,4,2
8GB RAM,70135,"Docket Alarm, Inc.",539,4,2
8GB RAM,70136,Dow Jones & Co.,782,2,4
8GB RAM,70137,Dun & Bradstreet,884,6,5
8GB RAM,70138,Earth Networks,640,5,8
8GB RAM,70139,EarthObserver App,858,9,5
8GB RAM,70140,Earthquake Alert!,1017,1,5
8GB RAM,70141,Eat Shop Sleep,452,9,2
8GB RAM,70142,Ecodesk,987,4,3
8GB RAM,70143,eInstitutional,458,9,4
8GB RAM,70144,Embark,386,5,7
8GB RAM,70145,EMC,180,4,8
8GB RAM,70146,"Energy Points, Inc.",730,2,6
8GB RAM,70147,Energy Solutions Forum,267,6,5
8GB RAM,70148,Enervee Corporation,948,7,5
8GB RAM,70149,Enigma.io,634,5,3
8GB RAM,70150,Ensco,768,5,1
8GB RAM,70151,Environmental Data Resources,572,5,6
8GB RAM,70152,Epsilon,731,6,9
8GB RAM,70153,Equal Pay for Women,246,9,9
8GB RAM,70154,Equifax,430,9,9
8GB RAM,70155,Equilar,43,4,1
8GB RAM,70156,Ernst & Young LLP,343,6,3
8GB RAM,70157,eScholar LLC.,310,1,1
8GB RAM,70158,Esri,1053,2,7
8GB RAM,70159,Estately,194,4,1
8GB RAM,70160,Everyday Health,26,9,1
8GB RAM,70161,Evidera,860,2,8
8GB RAM,70162,Experian,372,8,5
8GB RAM,70163,"Expert Health Data Programming, Inc.",180,7,2
8GB RAM,70164,Exversion,535,6,7
8GB RAM,70165,Ez-XBRL,864,7,1
8GB RAM,70166,Factset,423,8,1
8GB RAM,70167,Factual,75,7,4
8GB RAM,70168,Farmers,274,1,7
8GB RAM,70169,FarmLogs,776,1,4
8GB RAM,70170,Fastcase,643,2,2
8GB RAM,70171,Fidelity Investments,630,3,9
8GB RAM,70172,FindTheBest.com,348,7,4
8GB RAM,70173,First Fuel Software,276,5,2
8GB RAM,70174,"FirstPoint, Inc.",166,1,4
8GB RAM,70175,Fitch,846,8,6
8GB RAM,70176,FlightAware,201,1,8
8GB RAM,70177,FlightStats,650,9,2
8GB RAM,70178,FlightView,997,3,3
8GB RAM,70179,Food+Tech Connect,239,3,2
8GB RAM,70180,Forrester Research,624,8,6
8GB RAM,70181,Foursquare,1096,4,1
8GB RAM,70182,Fujitsu,440,8,1
8GB RAM,70183,Funding Circle,381,1,4
8GB RAM,70184,FutureAdvisor,125,5,2
8GB RAM,70185,"Fuzion Apps, Inc.",453,7,3
8GB RAM,70186,Gallup,598,1,4
8GB RAM,70187,Galorath Incorporated,252,6,5
8GB RAM,70188,Garmin,347,8,1
8GB RAM,70189,Genability,806,7,5
8GB RAM,70190,GenoSpace,507,9,5
8GB RAM,70191,Geofeedia,124,7,5
8GB RAM,70192,Geolytics,405,3,9
8GB RAM,70193,Geoscape,778,5,8
8GB RAM,70194,GetRaised,227,6,6
8GB RAM,70195,GitHub,520,9,2
8GB RAM,70196,Glassy Media,685,7,3
8GB RAM,70197,Golden Helix,414,9,6
8GB RAM,70198,GoodGuide,489,2,2
8GB RAM,70199,Google Maps,471,5,8
8GB RAM,70200,Google Public Data Explorer,641,3,6
8GB RAM,70201,Government Transaction Services,702,7,4
8GB RAM,70202,Govini,713,5,2
8GB RAM,70203,GovTribe,993,8,3
8GB RAM,70204,"Govzilla, Inc.",553,3,4
8GB RAM,70205,gRadiant Research LLC,817,3,7
8GB RAM,70206,Graebel Van Lines,124,7,3
8GB RAM,70207,"Graematter, Inc.",494,6,3
8GB RAM,70208,Granicus,636,7,2
8GB RAM,70209,GreatSchools,952,5,8
8GB RAM,70210,GuideStar,149,6,9
8GB RAM,70211,H3 Biomedicine,357,1,2
8GB RAM,70212,Harris Corporation,557,2,1
8GB RAM,70213,"HDScores, Inc",105,9,2
8GB RAM,70214,Headlight,788,8,8
8GB RAM,70215,Healthgrades,63,4,2
8GB RAM,70216,Healthline,142,5,5
8GB RAM,70217,HealthMap,297,9,4
8GB RAM,70218,"HealthPocket, Inc.",1044,3,8
8GB RAM,70219,HelloWallet,209,4,3
8GB RAM,70220,HERE,1013,5,1
8GB RAM,70221,Honest Buildings,640,2,7
8GB RAM,70222,HopStop,328,2,4
8GB RAM,70223,Housefax,789,1,1
8GB RAM,70224,How's My Offer?,616,6,9
8GB RAM,70225,IBM,1039,6,1
8GB RAM,70226,ideas42,778,8,8
8GB RAM,70227,iFactor Consulting,522,2,1
8GB RAM,70228,IFI CLAIMS Patent Services,1007,2,1
8GB RAM,70229,iMedicare,730,1,9
8GB RAM,70230,Impact Forecasting (Aon),382,2,2
8GB RAM,70231,Impaq International,426,2,5
8GB RAM,70232,Import.io,155,5,3
8GB RAM,70233,IMS Health,701,7,8
8GB RAM,70234,InCadence,446,8,5
8GB RAM,70235,indoo.rs,64,1,1
8GB RAM,70236,InfoCommerce Group,762,7,8
8GB RAM,70237,Informatica,182,7,5
8GB RAM,70238,InnoCentive,320,9,6
8GB RAM,70239,Innography,62,8,5
8GB RAM,70240,Innovest Systems,149,8,4
8GB RAM,70241,Inovalon,813,4,5
8GB RAM,70242,Inrix Traffic,832,4,2
8GB RAM,70243,Intelius,612,3,1
8GB RAM,70244,Intermap Technologies,259,6,9
8GB RAM,70245,Investormill,153,2,6
8GB RAM,70246,Iodine,1004,3,2
8GB RAM,70247,IPHIX,867,7,1
8GB RAM,70248,iRecycle,894,9,9
8GB RAM,70249,iTriage,909,3,3
8GB RAM,70250,IVES Group Inc,627,7,9
8GB RAM,70251,IW Financial,557,9,8
8GB RAM,70252,JJ Keller,204,2,8
8GB RAM,70253,J.P. Morgan Chase,665,8,4
8GB RAM,70254,"Junar, Inc.",944,6,7
8GB RAM,70255,Junyo,382,5,7
8GB RAM,70256,Jurispect,645,5,1
8GB RAM,70257,Kaiser Permanante,158,4,6
8GB RAM,70258,karmadata,1099,4,5
8GB RAM,70259,Keychain Logistics Corp.,305,6,9
8GB RAM,70260,"KidAdmit, Inc.",156,4,2
8GB RAM,70261,Kimono Labs,1090,7,6
8GB RAM,70262,KLD Research,307,7,2
8GB RAM,70263,Knoema,1053,7,9
8GB RAM,70264,Knowledge Agency,696,3,4
8GB RAM,70265,KPMG,461,3,8
8GB RAM,70266,Kroll Bond Ratings Agency,133,9,2
8GB RAM,70267,Kyruus,917,1,9
8GB RAM,70268,Lawdragon,478,5,9
8GB RAM,70269,Legal Science Partners,468,4,1
8GB RAM,70270,(Leg)Cyte,362,7,1
8GB RAM,70271,"LegiNation, Inc.",731,2,8
8GB RAM,70272,LegiStorm,369,9,3
8GB RAM,70273,Lenddo,735,9,6
8GB RAM,70274,Lending Club,644,7,2
8GB RAM,70275,Level One Technologies,26,5,3
8GB RAM,70276,LexisNexis,346,6,2
8GB RAM,70277,Liberty Mutual Insurance Cos.,953,3,6
8GB RAM,70278,Lilly Open Innovation Drug Discovery,680,9,3
8GB RAM,70279,Liquid Robotics,503,2,9
8GB RAM,70280,Locavore,1060,6,8
8GB RAM,70281,"LOGIXDATA, LLC",63,5,8
8GB RAM,70282,LoopNet,1061,9,5
8GB RAM,70283,"Loqate, Inc.",869,7,3
8GB RAM,70284,LoseIt.com,388,5,9
8GB RAM,70285,LOVELAND Technologies,24,1,6
8GB RAM,70286,Lucid,268,3,8
8GB RAM,70287,"Lumesis, Inc.",444,6,9
8GB RAM,70288,Mango Transit,860,8,9
8GB RAM,70289,Mapbox,1018,5,2
8GB RAM,70290,Maponics,954,7,6
8GB RAM,70291,MapQuest,509,1,4
8GB RAM,70292,"Marinexplore, Inc.",401,4,2
8GB RAM,70293,MarketSense,343,7,9
8GB RAM,70294,Marlin & Associates,77,2,4
8GB RAM,70295,Marlin Alter and Associates,805,6,4
8GB RAM,70296,McGraw Hill Financial,293,5,7
8GB RAM,70297,McKinsey,1085,2,5
8GB RAM,70298,MedWatcher,1025,8,5
8GB RAM,70299,Mercaris,612,2,7
8GB RAM,70300,Merrill Corp.,91,4,7
8GB RAM,70301,Merrill Lynch,830,4,3
8GB RAM,70302,MetLife,574,8,2
8GB RAM,70303,mHealthCoach,1097,9,7
8GB RAM,70304,MicroBilt Corporation,702,5,9
8GB RAM,70305,Microsoft Windows Azure Marketplace,520,6,9
8GB RAM,70306,Mint,1010,9,5
8GB RAM,70307,Moody's,912,1,8
8GB RAM,70308,Morgan Stanley,566,9,9
8GB RAM,70309,"Morningstar, Inc.",644,5,7
8GB RAM,70310,Mozio,640,9,2
8GB RAM,70311,MuckRock.com,385,7,2
8GB RAM,70312,Munetrix,187,6,4
8GB RAM,70313,Municode,504,9,2
8GB RAM,70314,National Van Lines,403,5,2
8GB RAM,70315,Nationwide Mutual Insurance Company,724,4,3
8GB RAM,70316,Nautilytics,346,4,8
8GB RAM,70317,Navico,335,8,8
8GB RAM,70318,NERA Economic Consulting,844,7,1
8GB RAM,70319,NerdWallet,1086,6,4
8GB RAM,70320,New Media Parents,120,2,3
8GB RAM,70321,Next Step Living,829,3,2
8GB RAM,70322,NextBus,812,1,2
8GB RAM,70323,nGAP Incorporated,29,4,2
8GB RAM,70324,Nielsen,891,4,2
8GB RAM,70325,Noesis,677,6,9
8GB RAM,70326,NonprofitMetrics,594,5,9
8GB RAM,70327,North American Van Lines,649,9,7
8GB RAM,70328,Noveda Technologies,927,1,8
8GB RAM,70329,NuCivic,784,9,6
8GB RAM,70330,Numedii,1022,7,9
8GB RAM,70331,Oliver Wyman,893,5,4
8GB RAM,70332,OnDeck,642,9,3
8GB RAM,70333,OnStar,862,2,8
8GB RAM,70334,"Ontodia, Inc",154,7,1
8GB RAM,70335,Onvia,818,9,7
8GB RAM,70336,Open Data Nation,1038,2,7
8GB RAM,70337,OpenCounter,46,2,9
8GB RAM,70338,OpenGov,732,4,3
8GB RAM,70339,OpenPlans,687,1,2
8GB RAM,70340,"OpportunitySpace, Inc.",779,1,6
8GB RAM,70341,Optensity,1074,4,3
8GB RAM,70342,optiGov,995,5,6
